uniprotcode,family_name_cache,species_name_cache,membrane_name_cache,species_id,family_id,superfamily_id,classtype_id,type_id,sequence_length,sequence_length_bin
PA2A1_OPHHA,Vertebrate secretory phospholipase A2,Ophiophagus hannah,Secreted,s179,f107,sf82,c4,t2,151,100-300
A8N031_SERIN,Sugar porter family,Acanthamoeba culbertsoni,Eykaryo. plasma,s412,f656,sf15,c1,t1,522,500-1000
Y1866_STAAM,Lipid exporter family,Staphylococcus aureus,Gram-pos. inner,s38,f99,sf17,c1,t1,578,500-1000
STA13_HUMAN,STAR domain,Homo sapiens,Eykaryo. plasma,s14,f197,sf138,c6,t2,1113,1000-2000
RET4_CHICK,"Retinol binding protein-like (n=8,S=12)",Gallus gallus,Secreted,s11,f63,sf50,c3,t2,196,100-300
LIP2_GEOCN,Fungal lipases,Geotrichum candidum,Secreted,s227,f183,sf127,c5,t2,563,500-1000
PEPT_YERP4,Proton-dependent oligopeptide transporter (POT),Yersinia enterocolitica,Gram-neg. inner,s508,f333,sf15,c1,t1,511,500-1000
NCF1_HUMAN,PX domain,Homo sapiens,Endosome,s14,f70,sf57,c6,t2,390,300-500
SOS1_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,1333,1000-2000
KSR1_MOUSE,C1 domain,Mus musculus,Eykaryo. plasma,s52,f74,sf60,c3,t2,873,500-1000
RAF1_HUMAN,C1 domain,Homo sapiens,Eykaryo. plasma,s14,f74,sf60,c3,t2,648,500-1000
KPCG_RAT,C1 domain,Rattus norvegicus,Eykaryo. plasma,s54,f74,sf60,c3,t2,697,500-1000
DGKD_HUMAN,C1 domain,Homo sapiens,Eykaryo. plasma,s14,f74,sf60,c3,t2,1214,1000-2000
VAM7_YEAST,PX domain,Saccharomyces cerevisiae,Vacuole,s36,f70,sf57,c6,t2,316,300-500
SNX3_YEAST,PX domain,Saccharomyces cerevisiae,Endosome,s36,f70,sf57,c6,t2,162,100-300
STAR3_HUMAN,STAR domain,Homo sapiens,Endosome,s14,f197,sf138,c6,t2,445,300-500
CP7A1_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,504,500-1000
ERBB4_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,1308,1000-2000
PTGDS_MOUSE,"Retinol binding protein-like (n=8,S=12)",Mus musculus,Endoplasm. reticulum,s52,f63,sf50,c3,t2,189,100-300
MYP2_HUMAN,Fatty acid binding protein-like (n=10),Homo sapiens,Eykaryo. plasma,s14,f137,sf50,c3,t2,132,100-300
LACB_BOVIN,"Retinol binding protein-like (n=8,S=12)",Bos taurus,Secreted,s6,f63,sf50,c3,t2,178,100-300
APOD_HUMAN,"Retinol binding protein-like (n=8,S=12)",Homo sapiens,Secreted,s14,f63,sf50,c3,t2,189,100-300
PDPK1_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,556,500-1000
PKHA2_MOUSE,Pleckstrin-homology domain,Mus musculus,Eykaryo. plasma,s52,f62,sf49,c3,t2,425,300-500
AA2AR_HUMAN,"G-protein coupled receptors, family A",Homo sapiens,Eykaryo. plasma,s14,f14,sf6,c1,t1,412,300-500
SEC14_YEAST,CRAL/TRIO domain,Saccharomyces cerevisiae,Golgi,s36,f172,sf121,c5,t2,304,300-500
BTK_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,659,500-1000
3SA1_NAJAT,Snake venom toxins,Naja atra,Secreted,s53,f66,sf53,c3,t2,81,0-100
3SA1_NAJOX,Snake venom toxins,Naja oxiana,Secreted,s173,f66,sf53,c3,t2,60,0-100
3L21_NAJKA,Snake venom toxins,Naja kaouthia,Secreted,s230,f66,sf53,c3,t2,71,0-100
CYC2_CERSP,Cytochrome c,Cereibacter sphaeroides,Gram-neg. inner,s31,f92,sf71,c4,t2,124,100-300
OMPC_ECOLI,General Bacterial Porin (GBP),Escherichia coli,Gram-neg. outer,s9,f42,sf31,c2,t1,367,300-500
Q80E47_9FLAV,Flavivirus glycoprotein,Tick-borne encephalitis virus,Viral,s233,f147,sf109,c11,t1,721,500-1000
DFB4A_HUMAN,Vertebrate defensin,Homo sapiens,Secreted,s14,f67,sf54,c3,t2,64,0-100
DEFA4_MOUSE,Vertebrate defensin,Mus musculus,Secreted,s52,f67,sf54,c3,t2,92,0-100
DEF4_HUMAN,Vertebrate defensin,Homo sapiens,Secreted,s14,f67,sf54,c3,t2,97,0-100
DEF5_HUMAN,Vertebrate defensin,Homo sapiens,Secreted,s14,f67,sf54,c3,t2,94,0-100
DEF6_HUMAN,Vertebrate defensin,Homo sapiens,Secreted,s14,f67,sf54,c3,t2,100,100-300
UNC89_CAEEL,Pleckstrin-homology domain,Caenorhabditis elegans,Eykaryo. plasma,s236,f62,sf49,c3,t2,8081,>2000
SKAP1_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,359,300-500
SKAP2_MOUSE,Pleckstrin-homology domain,Mus musculus,Eykaryo. plasma,s52,f62,sf49,c3,t2,358,300-500
PKHB1_MOUSE,Pleckstrin-homology domain,Mus musculus,Eykaryo. plasma,s52,f62,sf49,c3,t2,243,100-300
DOK2_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,412,300-500
OSB11_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,747,500-1000
RP3A_RAT,C2 domain,Rattus norvegicus,Eykaryo. plasma,s54,f60,sf45,c3,t2,684,500-1000
SGK3_MOUSE,PX domain,Homo sapiens,Endosome,s14,f70,sf57,c6,t2,496,300-500
CHIO_HUMAN,C1 domain,Homo sapiens,Eykaryo. plasma,s14,f74,sf60,c3,t2,468,300-500
STAC3_HUMAN,C1 domain,Homo sapiens,Eykaryo. plasma,s14,f74,sf60,c3,t2,364,300-500
MYP2_HORSE,Fatty acid binding protein-like (n=10),Equus caballus,Eykaryo. plasma,s142,f137,sf50,c3,t2,132,100-300
Q5SL92_THET8,Sterol carrier protein,Thermus thermophilus,Gram-neg. inner,s43,f194,sf135,c6,t2,130,100-300
LOX12_HUMAN,Lipoxygenases,Homo sapiens,Eykaryo. plasma,s14,f104,sf80,c4,t2,663,500-1000
DEFM0_ARTOT,Invertebrate and fungal defensins,Arthroderma otae,Secreted,s520,f72,sf58,c6,t2,81,0-100
SPTB2_MOUSE,Pleckstrin-homology domain,Mus musculus,Eykaryo. plasma,s52,f62,sf49,c3,t2,2363,>2000
CYH3_MOUSE,Pleckstrin-homology domain,Mus musculus,Eykaryo. plasma,s52,f62,sf49,c3,t2,399,300-500
CIRA_ECOLI,Outer Membrane Receptor (OMR),Escherichia coli,Gram-neg. outer,s9,f83,sf33,c2,t1,663,500-1000
PTR7_ARATH,Proton-dependent oligopeptide transporter (POT),Arabidopsis thaliana,Eykaryo. plasma,s246,f333,sf15,c1,t1,590,500-1000
PORD_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,443,300-500
PA2HS_ECHCA,Vertebrate secretory phospholipase A2,Echis carinatus,Secreted,s135,f107,sf82,c4,t2,122,100-300
PA2B1_VIPBN,Vertebrate secretory phospholipase A2,Vipera nikolskii,Secreted,s245,f107,sf82,c4,t2,138,100-300
Q842J9_9BACI,Bacterial lipase,Geobacillus zalihae,Secreted,s242,f184,sf127,c5,t2,416,300-500
CP1A2_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,516,500-1000
Q59933_SERMA,Fungal lipases,Serratia marcescens,Secreted,s243,f183,sf127,c5,t2,613,500-1000
PTGIS_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,500,500-1000
ERBB2_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,1255,1000-2000
M2_I72A2,Influenza virus matrix protein 2,Influenza A virus,Viral,s51,f263,sf185,c11,t1,97,0-100
ASTX2_ASTEC,"Lasso peptides, type 2",Asticcacaulis excentricus,Secreted,s584,f219,sf155,c9,t3,49,0-100
PA2HC_OXYSC,Vertebrate secretory phospholipase A2,Oxyuranus scutellatus scutellatus,Secreted,s470,f107,sf82,c4,t2,118,100-300
Q9HUR5_PSEAE,Outer membrane porin (Opr),Pseudomonas aeruginosa,Gram-neg. outer,s28,f259,sf182,c2,t1,417,300-500
EPHA1_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,976,500-1000
AQP5_HUMAN,Major intrinsic protein (MIP) family,Homo sapiens,Eykaryo. plasma,s14,f15,sf7,c1,t1,265,100-300
CP2E1_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,493,300-500
CP2R1_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,501,500-1000
Q2S2F8_SALRD,Microbial and algal rhodopsins,Salinibacter ruber,Gram-neg. inner,s256,f13,sf6,c1,t1,273,100-300
C74A2_PARAR,Cytochrome P450,Parthenium argentatum,Vacuole,s257,f52,sf39,c11,t1,473,300-500
Q5DRN8_9GAMM,Fungal lipases,Photobacterium sp.,Secreted,s258,f183,sf127,c5,t2,340,300-500
Q9RBY1_9PSED,Bacterial lipase,Pseudomonas sp.,Secreted,s259,f184,sf127,c5,t2,617,500-1000
Q9X6A5_BORPT,Outer Membrane Receptor (OMR),Bordetella pertussis,Gram-neg. outer,s241,f83,sf33,c2,t1,734,500-1000
AQP4_HUMAN,Major intrinsic protein (MIP) family,Homo sapiens,Eykaryo. plasma,s14,f15,sf7,c1,t1,323,300-500
YKJ1_YEAST,CRAL/TRIO domain,Saccharomyces cerevisiae,Nuclear outer,s36,f172,sf121,c5,t2,310,300-500
S14L2_HUMAN,CRAL/TRIO domain,Homo sapiens,Eykaryo. plasma,s14,f172,sf121,c5,t2,403,300-500
F2QVG4_KOMPC,Major intrinsic protein (MIP) family,Komagataella pastoris,Eykaryo. plasma,s268,f15,sf7,c1,t1,279,100-300
DHB4_HUMAN,Sterol carrier protein,Homo sapiens,Peroxisome,s14,f194,sf135,c6,t2,736,500-1000
CP46A_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,500,500-1000
P72412_SHIDY,Outer Membrane Receptor (OMR),Shigella dysenteriae,Gram-neg. outer,s270,f83,sf33,c2,t1,660,500-1000
EPHA2_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,976,500-1000
CP19A_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,503,500-1000
CP51A_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,509,500-1000
NF1_HUMAN,CRAL/TRIO domain,Homo sapiens,Eykaryo. plasma,s14,f172,sf121,c5,t2,2839,>2000
SIX1_MESMA,Long-chain scorpion toxins,Mesobuthus martensii,Secreted,s279,f71,sf58,c6,t2,88,0-100
TXP1_PSACA,Spider ion channel inhibitory toxins,Psalmopoeus cambridgei,Secreted,s280,f154,sf112,c3,t2,40,0-100
TXH4_CYRSC,Spider ion channel inhibitory toxins,Haplopelma hainanum,Secreted,s282,f154,sf112,c3,t2,89,0-100
JZ11A_CHIGU,Spider ion channel inhibitory toxins,Chilobrachys guangxiensis,Secreted,s200,f154,sf112,c3,t2,86,0-100
TX23A_AGEAP,Spider ion channel inhibitory toxins,Agelenopsis aperta,Secreted,s73,f154,sf112,c3,t2,48,0-100
SYT1_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,422,300-500
PA2H_BOTPA,Vertebrate secretory phospholipase A2,Bothrops neuwiedi pauloensis,Secreted,s284,f107,sf82,c4,t2,121,100-300
ITCH_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,903,500-1000
PA2B2_BOTJR,Vertebrate secretory phospholipase A2,Bothrops jararacussu,Secreted,s95,f107,sf82,c4,t2,138,100-300
Q59260_9BACI,Bacterial lipase,Geobacillus thermocatenulatus,Secreted,s285,f184,sf127,c5,t2,417,300-500
PA2HL_VIPAA,Vertebrate secretory phospholipase A2,Vipera ammodytes ammodytes,Secreted,s287,f107,sf82,c4,t2,138,100-300
CP120_SYNY3,Cytochrome P450,Synechocystis sp.,Thylakoid,s212,f52,sf39,c11,t1,444,300-500
Q385E8_TRYB2,Cytochrome P450,Trypanosoma brucei,Endoplasm. reticulum,s219,f52,sf39,c11,t1,481,300-500
SNX17_HUMAN,PX domain,Homo sapiens,Endosome,s14,f70,sf57,c6,t2,470,300-500
P3C2G_HUMAN,PX domain,Homo sapiens,Golgi,s14,f70,sf57,c6,t2,1486,1000-2000
Q4KH25_PSEF5,Outer membrane porin (Opr),Pseudomonas fluorescens,Gram-neg. outer,s290,f259,sf182,c2,t1,420,300-500
A2TEF2_LEIIN,Cytochrome P450,Leishmania infantum,Endoplasm. reticulum,s291,f52,sf39,c11,t1,480,300-500
CP24A_RAT,Cytochrome P450,Rattus norvegicus,Mitochon. inner,s54,f52,sf39,c11,t1,514,500-1000
AQPZ2_AGRFC,Major intrinsic protein (MIP) family,Agrobacterium tumefaciens,Gram-neg. inner,s294,f15,sf7,c1,t1,228,100-300
Q5RT80_NEIME,General Bacterial Porin (GBP),Neisseria meningitidis,Gram-neg. outer,s24,f42,sf31,c2,t1,322,300-500
STAR5_HUMAN,STAR domain,Homo sapiens,Eykaryo. plasma,s14,f197,sf138,c6,t2,213,100-300
ENV_HV1LW,Juxtamembrane peptides of viral envelope glycoproteins,Human immunodeficiency virus type 1,Viral,s157,f439,sf277,c7,t3,856,500-1000
MORO_MORSA,Pleurocidin,Morone saxatilis,Secreted,s302,f215,sf142,c7,t3,79,0-100
ACES_DROME,Acetylcholinesterase-like,Drosophila melanogaster,Eykaryo. plasma,s50,f178,sf127,c5,t2,649,500-1000
LOX1_SOYBN,Lipoxygenases,Glycine max,Eykaryo. plasma,s146,f104,sf80,c4,t2,839,500-1000
LOX3_SOYBN,Lipoxygenases,Glycine max,Eykaryo. plasma,s146,f104,sf80,c4,t2,857,500-1000
LOXX_SOYBN,Lipoxygenases,Glycine max,Eykaryo. plasma,s146,f104,sf80,c4,t2,864,500-1000
Q43446_SOYBN,Lipoxygenases,Glycine max,Eykaryo. plasma,s146,f104,sf80,c4,t2,853,500-1000
ANXA4_HUMAN,Annexins,Homo sapiens,Eykaryo. plasma,s14,f54,sf41,c4,t2,319,300-500
ANXA6_BOVIN,Annexins,Bos taurus,Eykaryo. plasma,s6,f54,sf41,c4,t2,673,500-1000
ANXD1_ARATH,Annexins,Arabidopsis thaliana,Eykaryo. plasma,s246,f54,sf41,c4,t2,317,300-500
ANXA4_RAT,Annexins,Rattus norvegicus,Eykaryo. plasma,s54,f54,sf41,c4,t2,319,300-500
PERF_MOUSE,C2 domain,Mus musculus,Vesicle,s52,f60,sf45,c3,t2,554,500-1000
PA2H1_BOTPI,Vertebrate secretory phospholipase A2,Bothrops pirajai,Secreted,s97,f107,sf82,c4,t2,121,100-300
PA21B_HUMAN,Vertebrate secretory phospholipase A2,Homo sapiens,Secreted,s14,f107,sf82,c4,t2,148,100-300
PA2H2_BOTPI,Vertebrate secretory phospholipase A2,Bothrops pirajai,Secreted,s97,f107,sf82,c4,t2,121,100-300
PA2A2_TROCA,Vertebrate secretory phospholipase A2,Micropechis ikaheka,Secreted,s171,f107,sf82,c4,t2,151,100-300
PA2A_DEIAC,Vertebrate secretory phospholipase A2,Agkistrodon acutus,Secreted,s75,f107,sf82,c4,t2,123,100-300
PA2BA_VIPAA,Vertebrate secretory phospholipase A2,Vipera ammodytes ammodytes,Secreted,s287,f107,sf82,c4,t2,138,100-300
PA2H1_BOTJR,Vertebrate secretory phospholipase A2,Bothrops jararacussu,Secreted,s95,f107,sf82,c4,t2,137,100-300
PA2BC_VIPAA,Vertebrate secretory phospholipase A2,Vipera ammodytes ammodytes,Secreted,s287,f107,sf82,c4,t2,138,100-300
PA2H2_BOTAS,Vertebrate secretory phospholipase A2,Bothrops asper,Secreted,s312,f107,sf82,c4,t2,137,100-300
PA2HB_ATRNM,Vertebrate secretory phospholipase A2,Atropoides nummifer,Secreted,s313,f107,sf82,c4,t2,121,100-300
PA2H_PROMB,Vertebrate secretory phospholipase A2,Protobothrops mangshanensis,Secreted,s314,f107,sf82,c4,t2,121,100-300
PA2A_NAJAT,Vertebrate secretory phospholipase A2,Naja atra,Secreted,s53,f107,sf82,c4,t2,119,100-300
PA2A2_NAJNA,Vertebrate secretory phospholipase A2,Naja naja,Secreted,s315,f107,sf82,c4,t2,119,100-300
SYTL4_HUMAN,C2 domain,Homo sapiens,Vesicle,s14,f60,sf45,c3,t2,671,500-1000
SYT7_HUMAN,C2 domain,Homo sapiens,Vesicle,s14,f60,sf45,c3,t2,403,300-500
SYT13_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,426,300-500
SYT17_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,474,300-500
ESYT2_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,921,500-1000
MCTP2_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,878,500-1000
SMUF2_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,748,500-1000
Q8EKT7_SHEON,Proton-dependent oligopeptide transporter (POT),Shewanella oneidensis,Gram-neg. inner,s319,f333,sf15,c1,t1,516,500-1000
LOX5_HUMAN,Lipoxygenases,Homo sapiens,Eykaryo. plasma,s14,f104,sf80,c4,t2,674,500-1000
OTOF_RAT,C2 domain,Rattus norvegicus,Vesicle,s54,f60,sf45,c3,t2,1993,1000-2000
RLBP1_HUMAN,CRAL/TRIO domain,Homo sapiens,Eykaryo. plasma,s14,f172,sf121,c5,t2,317,300-500
CYO14_VIOOD,Cyclotide,Viola odorata,Secreted,s221,f148,sf112,c3,t2,31,0-100
CYO2_VIOOD,Cyclotide,Viola odorata,Secreted,s221,f148,sf112,c3,t2,30,0-100
KAB7_OLDAF,Cyclotide,Oldenlandia affinis,Secreted,s178,f148,sf112,c3,t2,111,100-300
LYSB_BPMD2,Cutinase-like,Mycobacterium phage D29,Gram-pos. inner,s323,f186,sf127,c5,t2,254,100-300
CUP6H_MYCS2,Cutinase-like,Mycolicibacterium smegmatis,Secreted,s22,f186,sf127,c5,t2,337,300-500
CUTI1_ASPOR,Cutinase-like,Aspergillus oryzae,Secreted,s324,f186,sf127,c5,t2,213,100-300
CUTI1_COLGL,Cutinase-like,Colletotrichum gloeosporioides,Secreted,s325,f186,sf127,c5,t2,224,100-300
Q874E9_9TREE,Cutinase-like,Cryptococcus sp.,Secreted,s326,f186,sf127,c5,t2,239,100-300
CIRB_CHAPA,Cyclotide,Chassalia parviflora,Secreted,s49,f148,sf112,c3,t2,31,0-100
VARF_VIOAR,Cyclotide,Viola arvensis,Secreted,s327,f148,sf112,c3,t2,29,0-100
KAB5_OLDAF,Cyclotide,Oldenlandia affinis,Secreted,s178,f148,sf112,c3,t2,30,0-100
VIOLA_VIOOD,Cyclotide,Viola odorata,Secreted,s221,f148,sf112,c3,t2,106,100-300
VHL2_VIOHE,Cyclotide,Viola hederacea,Secreted,s220,f148,sf112,c3,t2,30,0-100
VHL1_VIOHE,Cyclotide,Viola hederacea,Secreted,s220,f148,sf112,c3,t2,31,0-100
TRIC_VIOAR,Cyclotide,Viola arvensis,Secreted,s327,f148,sf112,c3,t2,204,100-300
NLGN2_MOUSE,Acetylcholinesterase-like,Mus musculus,Eykaryo. plasma,s52,f178,sf127,c5,t2,836,500-1000
Q7LST4_PENEN,Fungal lipases,Penicillium expansum,Secreted,s334,f183,sf127,c5,t2,285,100-300
Q9P8F7_YARLL,Fungal lipases,Yarrowia lipolytica,Secreted,s335,f183,sf127,c5,t2,334,300-500
ACES_HUMAN,Acetylcholinesterase-like,Homo sapiens,Eykaryo. plasma,s14,f178,sf127,c5,t2,614,500-1000
LIPA_MOEAP,Fungal lipases,Candida antarctica,Secreted,s107,f183,sf127,c5,t2,462,300-500
O28511_ARCFU,Bacterial lipase,Archaeoglobus fulgidus,Secreted,s58,f184,sf127,c5,t2,474,300-500
STAR_HUMAN,STAR domain,Homo sapiens,Mitochon. outer,s14,f197,sf138,c6,t2,285,100-300
ACO11_HUMAN,STAR domain,Homo sapiens,Endoplasm. reticulum,s14,f197,sf138,c6,t2,607,500-1000
O28738_ARCFU,Sterol carrier protein,Archaeoglobus fulgidus,Archaebac.,s58,f194,sf135,c6,t2,116,100-300
Q16LC3_AEDAE,Sterol carrier protein,Aedes aegypti,Eykaryo. plasma,s343,f194,sf135,c6,t2,120,100-300
Q0GY13_AEDAE,Sterol carrier protein,Aedes aegypti,Eykaryo. plasma,s343,f194,sf135,c6,t2,105,100-300
Q86PR3_AEDAE,Sterol carrier protein,Aedes aegypti,Eykaryo. plasma,s343,f194,sf135,c6,t2,110,100-300
PKHA3_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,300,300-500
CP2B6_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,491,300-500
CP11A_BOVIN,Cytochrome P450,Bos taurus,Mitochon. inner,s6,f52,sf39,c11,t1,520,500-1000
CP1B1_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,543,500-1000
CP2AD_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,494,300-500
PA2B5_NOTSC,Vertebrate secretory phospholipase A2,Notechis scutatus scutatus,Secreted,s344,f107,sf82,c4,t2,119,100-300
PA2HB_AGKPI,Vertebrate secretory phospholipase A2,Agkistridon piscivorus,Secreted,s74,f107,sf82,c4,t2,121,100-300
PA2A4_NAJSG,Vertebrate secretory phospholipase A2,Naja sagittifera,Secreted,s224,f107,sf82,c4,t2,126,100-300
ERBB3_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,1342,1000-2000
FABPL_CHICK,Fatty acid binding protein-like (n=10),Gallus gallus,Eykaryo. plasma,s11,f137,sf50,c3,t2,126,100-300
Q1M2P5_DERFA,Fatty acid binding protein-like (n=10),Dermatophagoides farinae,Secreted,s351,f137,sf50,c3,t2,131,100-300
EXFAB_COTJA,"Retinol binding protein-like (n=8,S=12)",Coturnix coturnix japonica,Secreted,s350,f63,sf50,c3,t2,178,100-300
FABP2_AMBME,Fatty acid binding protein-like (n=10),Ambystoma mexicanum,Eykaryo. plasma,s349,f137,sf50,c3,t2,126,100-300
SYT7_MOUSE,C2 domain,Mus musculus,Vesicle,s52,f60,sf45,c3,t2,403,300-500
RP3A_MOUSE,C2 domain,Mus musculus,Eykaryo. plasma,s52,f60,sf45,c3,t2,681,500-1000
SNX5_RAT,PX domain,Rattus norvegicus,Endosome,s54,f70,sf57,c6,t2,404,300-500
KI16B_HUMAN,PX domain,Homo sapiens,Endosome,s14,f70,sf57,c6,t2,1317,1000-2000
NISCH_HUMAN,PX domain,Homo sapiens,Endosome,s14,f70,sf57,c6,t2,1504,1000-2000
BEM1_YEAST,PX domain,Saccharomyces cerevisiae,Eykaryo. plasma,s36,f70,sf57,c6,t2,551,500-1000
CYH2_MOUSE,Pleckstrin-homology domain,Mus musculus,Eykaryo. plasma,s52,f62,sf49,c3,t2,400,300-500
OSBL8_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,889,500-1000
FGD6_MOUSE,Pleckstrin-homology domain,Mus musculus,Eykaryo. plasma,s52,f62,sf49,c3,t2,1399,1000-2000
PKHA6_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,1048,1000-2000
ASAP1_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,1129,1000-2000
PKHB2_MOUSE,Pleckstrin-homology domain,Mus musculus,Eykaryo. plasma,s52,f62,sf49,c3,t2,221,100-300
PKHA5_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,1116,1000-2000
ARHG4_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,690,500-1000
AKT3_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,479,300-500
SLM1_YEAST,Pleckstrin-homology domain,Saccharomyces cerevisiae,Eykaryo. plasma,s36,f62,sf49,c3,t2,686,500-1000
RHG27_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,889,500-1000
A8EVM5_ALIB4,Voltage-gated calcium and sodium channels,Arcobacter butzleri,Gram-neg. inner,s345,f852,sf8,c1,t1,267,100-300
OMPF_SALTY,General Bacterial Porin (GBP),Salmonella enterica,Gram-neg. outer,s269,f42,sf31,c2,t1,363,300-500
ABCBA_HUMAN,Lipid exporter family,Homo sapiens,Mitochon. inner,s14,f99,sf17,c1,t1,738,500-1000
ERBB2_RAT,Protein tyrosine kinases,Rattus norvegicus,Eykaryo. plasma,s54,f264,sf186,c11,t1,1257,1000-2000
TXG1E_CHIGU,Spider ion channel inhibitory toxins,Chilobrachys guangxiensis,Secreted,s200,f154,sf112,c3,t2,36,0-100
PRRG_PRB01,Microbial and algal rhodopsins,Gamma-proteobacterium,Gram-neg. inner,s357,f13,sf6,c1,t1,249,100-300
SMUF1_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,757,500-1000
NEDD4_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,1319,1000-2000
NED4L_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,975,500-1000
FABP9_HUMAN,Fatty acid binding protein-like (n=10),Homo sapiens,Eykaryo. plasma,s14,f137,sf50,c3,t2,132,100-300
Q6IMW5_DANRE,Fatty acid binding protein-like (n=10),Danio rerio,Eykaryo. plasma,s129,f137,sf50,c3,t2,131,100-300
SCXA_MESMA,Long-chain scorpion toxins,Mesobuthus martensii,Secreted,s279,f71,sf58,c6,t2,84,0-100
SIXP_MESMA,Long-chain scorpion toxins,Mesobuthus martensii,Secreted,s279,f71,sf58,c6,t2,90,0-100
SCX2_ANDAU,Long-chain scorpion toxins,Androctonus australis,Secreted,s368,f71,sf58,c6,t2,85,0-100
SCX3_LEIQU,Long-chain scorpion toxins,Leiurus quinquestriatus quinquestriatus,Secreted,s369,f71,sf58,c6,t2,64,0-100
SCXI_CENSC,Long-chain scorpion toxins,Centruroides sculpturatus,Secreted,s48,f71,sf58,c6,t2,86,0-100
SCX1_CENSC,Long-chain scorpion toxins,Centruroides sculpturatus,Secreted,s48,f71,sf58,c6,t2,87,0-100
SCXA_LEIHE,Long-chain scorpion toxins,Leiurus quinquestriatus hebraeus,Secreted,s163,f71,sf58,c6,t2,85,0-100
SCX5_CENNO,Long-chain scorpion toxins,Centruroides noxius,Secreted,s113,f71,sf58,c6,t2,87,0-100
