uniprotcode,family_name_cache,species_name_cache,membrane_name_cache,species_id,family_id,superfamily_id,classtype_id,type_id,sequence_length,sequence_length_bin
TCDB_CLODI,Glycosylating toxin,Clostridioides difficile,Secreted,s275,f290,sf199,c5,t2,2366,>2000
FXYD4_RAT,FXYD regulators,Rattus norvegicus,Eykaryo. plasma,s54,f84,sf62,c11,t1,87,0-100
Q82X47_NITEU,Ammonia transporter Amt,Nitrosomonas europaea,Gram-neg. inner,s176,f21,sf13,c1,t1,425,300-500
RHCG_HUMAN,Ammonia transporter Amt,Homo sapiens,Eykaryo. plasma,s14,f21,sf13,c1,t1,479,300-500
SIX1_MESMA,Long-chain scorpion toxins,Mesobuthus martensii,Secreted,s279,f71,sf58,c6,t2,88,0-100
TXP1_PSACA,Spider ion channel inhibitory toxins,Psalmopoeus cambridgei,Secreted,s280,f154,sf112,c3,t2,40,0-100
BDS1_ANTEL,Sea anemone sodium channel inhibitory toxin,Anthopleura elegantissima,Secreted,s281,f231,sf54,c3,t2,42,0-100
BDS2_ANTEL,Sea anemone sodium channel inhibitory toxin,Anthopleura elegantissima,Secreted,s281,f231,sf54,c3,t2,42,0-100
TXH4_CYRSC,Spider ion channel inhibitory toxins,Haplopelma hainanum,Secreted,s282,f154,sf112,c3,t2,89,0-100
CTA1A_CONMR,Conotoxin T,Conus marmoreus,Secreted,s122,f466,sf204,c9,t3,61,0-100
JZ11A_CHIGU,Spider ion channel inhibitory toxins,Chilobrachys guangxiensis,Secreted,s200,f154,sf112,c3,t2,86,0-100
TX23A_AGEAP,Spider ion channel inhibitory toxins,Agelenopsis aperta,Secreted,s73,f154,sf112,c3,t2,48,0-100
SYT1_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,422,300-500
PA2H_BOTPA,Vertebrate secretory phospholipase A2,Bothrops neuwiedi pauloensis,Secreted,s284,f107,sf82,c4,t2,121,100-300
ITCH_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,903,500-1000
PA2B2_BOTJR,Vertebrate secretory phospholipase A2,Bothrops jararacussu,Secreted,s95,f107,sf82,c4,t2,138,100-300
LIPR1_HUMAN,Pancreatic lipase-related,Homo sapiens,Secreted,s14,f185,sf127,c5,t2,467,300-500
Q59260_9BACI,Bacterial lipase,Geobacillus thermocatenulatus,Secreted,s285,f184,sf127,c5,t2,417,300-500
PLA22_ORYSJ,Plant phospholipase A2,Oryza sativa,Secreted,s286,f297,sf82,c4,t2,153,100-300
PA2HL_VIPAA,Vertebrate secretory phospholipase A2,Vipera ammodytes ammodytes,Secreted,s287,f107,sf82,c4,t2,138,100-300
NANC_ECOLI,Oligogalactoronate-specific porin (KdgM),Escherichia coli,Gram-neg. outer,s9,f298,sf206,c2,t1,238,100-300
RPE65_BOVIN,Retinal pigment epithelial membrane protein,Bos taurus,Eykaryo. plasma,s6,f140,sf103,c3,t2,533,500-1000
CD4_HUMAN,T-cell surface glycoprotein CD4,Homo sapiens,Eykaryo. plasma,s14,f299,sf193,c11,t1,458,300-500
CP120_SYNY3,Cytochrome P450,Synechocystis sp.,Thylakoid,s212,f52,sf39,c11,t1,444,300-500
Q385E8_TRYB2,Cytochrome P450,Trypanosoma brucei,Endoplasm. reticulum,s219,f52,sf39,c11,t1,481,300-500
SNX17_HUMAN,PX domain,Homo sapiens,Endosome,s14,f70,sf57,c6,t2,470,300-500
ENLYS_BPP21,Phage lysozyme,Enterobacteria phage P21,Secreted,s289,f300,sf195,c11,t1,165,100-300
P3C2G_HUMAN,PX domain,Homo sapiens,Golgi,s14,f70,sf57,c6,t2,1486,1000-2000
Q4KH25_PSEF5,Outer membrane porin (Opr),Pseudomonas fluorescens,Gram-neg. outer,s290,f259,sf182,c2,t1,420,300-500
PHLC_CLOP1,Zinc dependent phospholipase C,Clostridium perfringens,Secreted,s118,f105,sf81,c4,t2,398,300-500
A2TEF2_LEIIN,Cytochrome P450,Leishmania infantum,Endoplasm. reticulum,s291,f52,sf39,c11,t1,480,300-500
BDLP_NOSP7,Dynamin,Nostoc punctiforme,Gram-neg. inner,s292,f304,sf124,c5,t2,693,500-1000
CP24A_RAT,Cytochrome P450,Rattus norvegicus,Mitochon. inner,s54,f52,sf39,c11,t1,514,500-1000
Q9KRE7_VIBCH,Formate/Nitrite transporter (FNT) family,Vibrio cholerae,Gram-neg. inner,s45,f301,sf7,c1,t1,280,100-300
FOCA_ECO57,Formate/Nitrite transporter (FNT) family,Escherichia coli,Gram-neg. inner,s9,f301,sf7,c1,t1,285,100-300
UT_DESVH,Urea transporter,Desulfovibrio vulgaris,Gram-neg. inner,s240,f302,sf13,c1,t1,337,300-500
GRIA2_RAT,Glutamate-gated Ion Channel (GIC) family,Rattus norvegicus,Eykaryo. plasma,s54,f303,sf8,c1,t1,883,500-1000
ESTA_PSEAE,Autotransporters of N-terminal passenger domain,Pseudomonas aeruginosa,Gram-neg. outer,s28,f38,sf28,c2,t1,646,500-1000
VKOR_SYNJB,Vitamin K epoxide reductase,Synechococcus sp.,Gram-neg. inner,s133,f307,sf18,c1,t1,283,100-300
AQPZ2_AGRFC,Major intrinsic protein (MIP) family,Agrobacterium tumefaciens,Gram-neg. inner,s294,f15,sf7,c1,t1,228,100-300
KDPD_ECOLI,Signal transduction histidine kinase,Escherichia coli,Gram-neg. inner,s9,f308,sf207,c1,t1,894,500-1000
ARCB_ECOLI,Signal transduction histidine kinase,Escherichia coli,Gram-neg. inner,s9,f308,sf207,c1,t1,778,500-1000
QSEC_ECOLI,Signal transduction histidine kinase,Escherichia coli,Gram-neg. inner,s9,f308,sf207,c1,t1,449,300-500
CAIT_ECOLI,Betaine/carnitine/choline transporters,Escherichia coli,Gram-neg. inner,s9,f275,sf64,c1,t1,504,500-1000
Q5RT80_NEIME,General Bacterial Porin (GBP),Neisseria meningitidis,Gram-neg. outer,s24,f42,sf31,c2,t1,322,300-500
STAR5_HUMAN,STAR domain,Homo sapiens,Eykaryo. plasma,s14,f197,sf138,c6,t2,213,100-300
TAGF_STAEQ,CDP-glycerol glycerophosphotransferase,Staphylococcus epidermidis,Gram-pos. inner,s295,f309,sf128,c5,t2,721,500-1000
TOR1_YEAST,FATC domain,Saccharomyces cerevisiae,Vacuole,s36,f310,sf286,c7,t3,2470,>2000
CAMP_HUMAN,Cathelicidin,Homo sapiens,Secreted,s14,f312,sf209,c7,t3,170,100-300
CCLA_CARML,Carnocyclin A,Carnobacterium maltaromaticum,Secreted,s297,f313,sf77,c4,t2,64,0-100
CDSA_THEMA,Cytidine-diphosphate diacylglycerol synthetase family,Thermotoga maritima,Gram-neg. inner,s61,f709,sf414,c1,t1,270,100-300
IRK10_MAGMG,Inward rectifier potassium channels,Magnetospirillum magnetotacticum,Gram-neg. inner,s17,f17,sf8,c1,t1,295,100-300
TEHA_HAEIN,Voltage-dependent anion channel,Haemophilus influenzae,Gram-neg. inner,s229,f317,sf213,c1,t1,328,300-500
HBP_ECOLX,Autotransporters of N-terminal passenger domain,Escherichia coli,Gram-neg. outer,s9,f38,sf28,c2,t1,1377,1000-2000
O24883_HELPY,"Type IV secretion system, VirB10/TraB /TrbI",Helicobacter pylori,Gram-neg. outer,s153,f319,sf215,c1,t1,233,100-300
DIV4A_BACSU,DivIVA protein,Bacillus subtilis,Gram-pos. inner,s89,f320,sf216,c4,t2,164,100-300
ENV_HV1LW,Juxtamembrane peptides of viral envelope glycoproteins,Human immunodeficiency virus type 1,Viral,s157,f439,sf277,c7,t3,856,500-1000
Q56446_MORMO,MerF Mercuric ion uptake family,Morganella morganii,Gram-neg. inner,s300,f322,sf218,c1,t1,81,0-100
MTHK_METTH,K+ channel MthK,Methanothermobacter marburgensis,Archaebac.,s59,f853,sf8,c1,t1,336,300-500
MORO_MORSA,Pleurocidin,Morone saxatilis,Secreted,s302,f215,sf142,c7,t3,79,0-100
APOE_MOUSE,Apolipoprotein A1/A4/E,Mus musculus,Secreted,s52,f246,sf172,c4,t2,311,300-500
FUCP_ECOLI,Fucose-proton symporter,Escherichia coli,Gram-neg. inner,s9,f325,sf15,c1,t1,438,300-500
CAIT_PROMH,Betaine/carnitine/choline transporters,Proteus mirabilis,Gram-neg. inner,s304,f275,sf64,c1,t1,514,500-1000
GLPG_ECOLI,Rhomboid proteases,Escherichia coli,Gram-neg. inner,s9,f237,sf165,c1,t1,276,100-300
PLCB3_HUMAN,Mammalian PLC,Homo sapiens,Eykaryo. plasma,s14,f166,sf118,c5,t2,1234,1000-2000
PLCB2_HUMAN,Mammalian PLC,Homo sapiens,Eykaryo. plasma,s14,f166,sf118,c5,t2,1185,1000-2000
ACES_DROME,Acetylcholinesterase-like,Drosophila melanogaster,Eykaryo. plasma,s50,f178,sf127,c5,t2,649,500-1000
LOX1_SOYBN,Lipoxygenases,Glycine max,Eykaryo. plasma,s146,f104,sf80,c4,t2,839,500-1000
LIPR2_HUMAN,Pancreatic lipase-related,Homo sapiens,Secreted,s14,f185,sf127,c5,t2,469,300-500
LIPR1_CANLF,Pancreatic lipase-related,Canis lupus familiaris,Secreted,s110,f185,sf127,c5,t2,467,300-500
LOX3_SOYBN,Lipoxygenases,Glycine max,Eykaryo. plasma,s146,f104,sf80,c4,t2,857,500-1000
LOXX_SOYBN,Lipoxygenases,Glycine max,Eykaryo. plasma,s146,f104,sf80,c4,t2,864,500-1000
Q43446_SOYBN,Lipoxygenases,Glycine max,Eykaryo. plasma,s146,f104,sf80,c4,t2,853,500-1000
ANXA4_HUMAN,Annexins,Homo sapiens,Eykaryo. plasma,s14,f54,sf41,c4,t2,319,300-500
ANXA6_BOVIN,Annexins,Bos taurus,Eykaryo. plasma,s6,f54,sf41,c4,t2,673,500-1000
ANXD1_ARATH,Annexins,Arabidopsis thaliana,Eykaryo. plasma,s246,f54,sf41,c4,t2,317,300-500
ANXA4_RAT,Annexins,Rattus norvegicus,Eykaryo. plasma,s54,f54,sf41,c4,t2,319,300-500
PERF_MOUSE,C2 domain,Mus musculus,Vesicle,s52,f60,sf45,c3,t2,554,500-1000
ERO1_YEAST,Endoplasmic reticulum oxidoreductin,Saccharomyces cerevisiae,Endoplasm. reticulum,s36,f329,sf222,c4,t2,563,500-1000
Q9LCB8_STRIT,Thiol-activated cytolysin,Streptococcus intermedius,Secreted,s308,f146,sf108,c3,t2,532,500-1000
A0A6L7HHW7_BACAN,Thiol-activated cytolysin,Bacillus anthracis,Secreted,s307,f146,sf108,c3,t2,512,500-1000
PA2H1_BOTPI,Vertebrate secretory phospholipase A2,Bothrops pirajai,Secreted,s97,f107,sf82,c4,t2,121,100-300
PA21B_HUMAN,Vertebrate secretory phospholipase A2,Homo sapiens,Secreted,s14,f107,sf82,c4,t2,148,100-300
PA2H2_BOTPI,Vertebrate secretory phospholipase A2,Bothrops pirajai,Secreted,s97,f107,sf82,c4,t2,121,100-300
PA2A2_TROCA,Vertebrate secretory phospholipase A2,Micropechis ikaheka,Secreted,s171,f107,sf82,c4,t2,151,100-300
PA2A_DEIAC,Vertebrate secretory phospholipase A2,Agkistrodon acutus,Secreted,s75,f107,sf82,c4,t2,123,100-300
PA2BA_VIPAA,Vertebrate secretory phospholipase A2,Vipera ammodytes ammodytes,Secreted,s287,f107,sf82,c4,t2,138,100-300
PA2H1_BOTJR,Vertebrate secretory phospholipase A2,Bothrops jararacussu,Secreted,s95,f107,sf82,c4,t2,137,100-300
PA2BC_VIPAA,Vertebrate secretory phospholipase A2,Vipera ammodytes ammodytes,Secreted,s287,f107,sf82,c4,t2,138,100-300
PA2H2_BOTAS,Vertebrate secretory phospholipase A2,Bothrops asper,Secreted,s312,f107,sf82,c4,t2,137,100-300
PA2HB_ATRNM,Vertebrate secretory phospholipase A2,Atropoides nummifer,Secreted,s313,f107,sf82,c4,t2,121,100-300
PA2H_PROMB,Vertebrate secretory phospholipase A2,Protobothrops mangshanensis,Secreted,s314,f107,sf82,c4,t2,121,100-300
PA2A_NAJAT,Vertebrate secretory phospholipase A2,Naja atra,Secreted,s53,f107,sf82,c4,t2,119,100-300
PA2A2_NAJNA,Vertebrate secretory phospholipase A2,Naja naja,Secreted,s315,f107,sf82,c4,t2,119,100-300
SYTL4_HUMAN,C2 domain,Homo sapiens,Vesicle,s14,f60,sf45,c3,t2,671,500-1000
SYT7_HUMAN,C2 domain,Homo sapiens,Vesicle,s14,f60,sf45,c3,t2,403,300-500
SYT13_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,426,300-500
SYT17_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,474,300-500
ESYT2_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,921,500-1000
MCTP2_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,878,500-1000
SMUF2_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,748,500-1000
P73745_SYNY3,Chloride transporter,Synechocystis sp.,Gram-neg. inner,s212,f18,sf10,c1,t1,451,300-500
RIBU_STAAH,S component of prokaryotic riboflavin transporter,Staphylococcus aureus,Gram-pos. inner,s38,f332,sf134,c1,t1,189,100-300
CAPSD_BPIKE,Major coat protein,Bacteriophage IKe,Secreted,s318,f87,sf67,c11,t1,82,0-100
CAPSD_BPXF,Major coat protein,Bacteriophage Xf,Secreted,s317,f87,sf67,c11,t1,44,0-100
Q9HWW1_PSEAE,Outer membrane protein W (OmpW) family,Pseudomonas aeruginosa,Gram-neg. outer,s28,f338,sf236,c2,t1,232,100-300
Q8EKT7_SHEON,Proton-dependent oligopeptide transporter (POT),Shewanella oneidensis,Gram-neg. inner,s319,f333,sf15,c1,t1,516,500-1000
LOX5_HUMAN,Lipoxygenases,Homo sapiens,Eykaryo. plasma,s14,f104,sf80,c4,t2,674,500-1000
OTOF_RAT,C2 domain,Rattus norvegicus,Vesicle,s54,f60,sf45,c3,t2,1993,1000-2000
CUSC_ECOLI,Outer membrane efflux proteins,Escherichia coli,Gram-neg. outer,s9,f45,sf34,c2,t1,457,300-500
ADIC_ECOLI,Amino acid-Polyamine-Organocation (APC) family,Escherichia coli,Gram-neg. inner,s9,f281,sf64,c1,t1,445,300-500
TRKH_VIBPA,Potassium transporter TrkH/TrkA complex,Vibrio parahaemolyticus,Gram-neg. inner,s255,f334,sf8,c1,t1,485,300-500
Q9RLG7_ENTFL,Fst toxin,Enterococcus faecalis,Gram-pos. inner,s141,f336,sf225,c11,t1,33,0-100
CEA1_ECOLX,Colicin pore forming domain,Escherichia coli,Secreted,s9,f112,sf85,c4,t2,522,500-1000
PMA1_NEUCR,P-ATPase,Neurospora crassa,Eykaryo. plasma,s320,f30,sf22,c1,t1,920,500-1000
LHA_RHORU,Light-harvesting complexes from bacteria,Rhodospirillum rubrum,Thylakoid,s321,f1,sf2,c1,t1,62,0-100
BETP_CORGL,Betaine/carnitine/choline transporters,Corynebacterium glutamicum,Gram-pos. inner,s262,f275,sf64,c1,t1,595,500-1000
RLBP1_HUMAN,CRAL/TRIO domain,Homo sapiens,Eykaryo. plasma,s14,f172,sf121,c5,t2,317,300-500
CACP_MOUSE,Choline/carnitine  O-acyltransferases,Mus musculus,Mitochon. inner,s52,f234,sf83,c5,t2,626,500-1000
CACP_HUMAN,Choline/carnitine  O-acyltransferases,Homo sapiens,Mitochon. inner,s14,f234,sf83,c5,t2,626,500-1000
CLAT_HUMAN,Choline/carnitine  O-acyltransferases,Homo sapiens,Eykaryo. plasma,s14,f234,sf83,c5,t2,748,500-1000
CLAT_RAT,Choline/carnitine  O-acyltransferases,Rattus norvegicus,Eykaryo. plasma,s54,f234,sf83,c5,t2,640,500-1000
CYO14_VIOOD,Cyclotide,Viola odorata,Secreted,s221,f148,sf112,c3,t2,31,0-100
CYO2_VIOOD,Cyclotide,Viola odorata,Secreted,s221,f148,sf112,c3,t2,30,0-100
KAB7_OLDAF,Cyclotide,Oldenlandia affinis,Secreted,s178,f148,sf112,c3,t2,111,100-300
LYSB_BPMD2,Cutinase-like,Mycobacterium phage D29,Gram-pos. inner,s323,f186,sf127,c5,t2,254,100-300
CUP6H_MYCS2,Cutinase-like,Mycolicibacterium smegmatis,Secreted,s22,f186,sf127,c5,t2,337,300-500
CUTI1_ASPOR,Cutinase-like,Aspergillus oryzae,Secreted,s324,f186,sf127,c5,t2,213,100-300
CUTI1_COLGL,Cutinase-like,Colletotrichum gloeosporioides,Secreted,s325,f186,sf127,c5,t2,224,100-300
Q874E9_9TREE,Cutinase-like,Cryptococcus sp.,Secreted,s326,f186,sf127,c5,t2,239,100-300
CIRB_CHAPA,Cyclotide,Chassalia parviflora,Secreted,s49,f148,sf112,c3,t2,31,0-100
VARF_VIOAR,Cyclotide,Viola arvensis,Secreted,s327,f148,sf112,c3,t2,29,0-100
KAB5_OLDAF,Cyclotide,Oldenlandia affinis,Secreted,s178,f148,sf112,c3,t2,30,0-100
VIOLA_VIOOD,Cyclotide,Viola odorata,Secreted,s221,f148,sf112,c3,t2,106,100-300
VHL2_VIOHE,Cyclotide,Viola hederacea,Secreted,s220,f148,sf112,c3,t2,30,0-100
VHL1_VIOHE,Cyclotide,Viola hederacea,Secreted,s220,f148,sf112,c3,t2,31,0-100
TRIC_VIOAR,Cyclotide,Viola arvensis,Secreted,s327,f148,sf112,c3,t2,204,100-300
KAB3_OLDAF,Cyclotide propeptide,Oldenlandia affinis,Secreted,s178,f377,sf256,c7,t3,158,100-300
VARA_VIOOD,Cyclotide propeptide,Viola odorata,Secreted,s221,f377,sf256,c7,t3,207,100-300
Q72XQ0_BACC1,Phosphotransferase Glucose-Glucoside (Glc) Family,Bacillus cereus,Gram-pos. inner,s69,f261,sf226,c1,t1,433,300-500
ACHA_TETCF,Pentameric ligand-gated ion channel peptides,Torpedo californica,Eykaryo. plasma,s216,f468,sf284,c7,t3,461,300-500
HLD_STAAU,Delta lysin,Staphylococcus aureus,Secreted,s38,f339,sf229,c7,t3,26,0-100
Q9Q3N3_9HEPC,Hepatitis C virus envelope glycoprotein E peptides,Hepatitis C virus,Viral,s328,f340,sf277,c7,t3,82,0-100
POLN_SFV,Membrane anchor domain of non-structural viral polyproteins,Semliki forest virus,Endosome,s232,f235,sf277,c7,t3,2432,>2000
CAP18_RABIT,Cathelicidin,Oryctolagus cuniculus,Secreted,s25,f312,sf209,c7,t3,171,100-300
PTGA_SALTI,Membrane-binding domain of phosphotransferase IIA component,Escherichia coli,Gram-neg. inner,s9,f341,sf286,c7,t3,169,100-300
PCY1A_RAT,Cytidylyltransferase,Rattus norvegicus,Eykaryo. plasma,s54,f342,sf231,c5,t2,367,300-500
NDB41_OPIMA,Scorpion antimicrobial peptides,Opisthacanthus madagascariensis,Secreted,s329,f343,sf151,c7,t3,68,0-100
ANPA_PSEAM,"Antifreeze protein, type I",Pseudopleuronectes americanus,Secreted,s191,f344,sf233,c7,t3,82,0-100
AUR12_RANRN,Maculatin,Litoria aurea,Secreted,s331,f347,sf211,c7,t3,13,0-100
PF11_PIG,Tritrpticin,Sus scrofa,Secreted,s56,f315,sf209,c7,t3,212,100-300
MOR_MANSE,Moricin,Manduca sexta,Secreted,s332,f753,sf151,c7,t3,67,0-100
EDN1_RAT,Endothelin,Rattus norvegicus,Secreted,s54,f211,sf147,c7,t3,202,100-300
THAN_PODMA,Arthropod beta-hairpin defensins,Podisus maculiventris,Secreted,s333,f418,sf203,c9,t3,21,0-100
ANTP_DROME,Penetratin,Designed proteins,Undefined,s213,f350,sf174,c7,t3,378,300-500
NLGN2_MOUSE,Acetylcholinesterase-like,Mus musculus,Eykaryo. plasma,s52,f178,sf127,c5,t2,836,500-1000
BRKA_BORPE,Autotransporters of N-terminal passenger domain,Bordetella pertussis,Gram-neg. outer,s241,f38,sf28,c2,t1,1010,1000-2000
Q7LST4_PENEN,Fungal lipases,Penicillium expansum,Secreted,s334,f183,sf127,c5,t2,285,100-300
Q9P8F7_YARLL,Fungal lipases,Yarrowia lipolytica,Secreted,s335,f183,sf127,c5,t2,334,300-500
MPT51_MYCTU,Mycobacterial antigens,Mycobacterium tuberculosis,Gram-pos. outer,s21,f179,sf127,c5,t2,299,100-300
PPT1_HUMAN,Thioesterases,Homo sapiens,Lysosome,s14,f181,sf127,c5,t2,306,300-500
Q9CJC1_LACLA,Carboxylesterase/Thioesterase 1,Lactococcus lactis,Gram-pos. inner,s162,f351,sf127,c5,t2,206,100-300
O28558_ARCFU,Carboxylesterase,Archaeoglobus fulgidus,Archaebac.,s58,f352,sf127,c5,t2,311,300-500
Q81AD5_BACCR,Carboxylesterase/Thioesterase 1,Bacillus cereus,Gram-pos. inner,s69,f351,sf127,c5,t2,202,100-300
O06441_RHOSO,Carboxylesterase,Rhodococcus sp.,Gram-pos. inner,s336,f352,sf127,c5,t2,322,300-500
EST2_PSEFL,Carboxylesterase/Thioesterase 1,Pseudomonas fluorescens,Gram-neg. inner,s290,f351,sf127,c5,t2,218,100-300
LYPA1_HUMAN,Carboxylesterase/Thioesterase 1,Homo sapiens,Eykaryo. plasma,s14,f351,sf127,c5,t2,230,100-300
Q9HXE7_PSEAE,Carboxylesterase/Thioesterase 1,Pseudomonas aeruginosa,Gram-neg. inner,s28,f351,sf127,c5,t2,215,100-300
Q9WXP0_THEMA,Carboxylesterase/Thioesterase 1,Thermotoga maritima,Gram-neg. inner,s61,f351,sf127,c5,t2,395,300-500
GID1_ORYSJ,Carboxylesterase,Oryza sativa,Nuclear inner,s286,f352,sf127,c5,t2,354,300-500
Q7SIG1_ALIAC,Carboxylesterase,Alicyclobacillus acidocaldarius,Gram-pos. inner,s47,f352,sf127,c5,t2,310,300-500
ACES_HUMAN,Acetylcholinesterase-like,Homo sapiens,Eykaryo. plasma,s14,f178,sf127,c5,t2,614,500-1000
B2HLX2_MYCMM,Carboxylesterase,Mycobacterium marinum,Gram-pos. inner,s337,f352,sf127,c5,t2,313,300-500
NDRG2_MOUSE,NDRG family,Mus musculus,Eykaryo. plasma,s52,f353,sf127,c5,t2,371,300-500
Q939Q9_PAULE,"Bacterial lipase, class 2",Pseudomonas lemoignei,Secreted,s338,f366,sf127,c5,t2,380,300-500
Q5H5J0_XANOR,Secretory lipase,Xanthomonas oryzae,Secreted,s339,f354,sf127,c5,t2,441,300-500
LUXD_VIBHA,Thioesterases,Vibrio harveyi,Gram-neg. inner,s340,f181,sf127,c5,t2,305,300-500
NDRG2_HUMAN,NDRG family,Homo sapiens,Eykaryo. plasma,s14,f353,sf127,c5,t2,371,300-500
LIPA_MOEAP,Fungal lipases,Candida antarctica,Secreted,s107,f183,sf127,c5,t2,462,300-500
O28511_ARCFU,Bacterial lipase,Archaeoglobus fulgidus,Secreted,s58,f184,sf127,c5,t2,474,300-500
LTAS2_BACSU,Sulfatase,Bacillus subtilis,Gram-pos. inner,s89,f32,sf24,c1,t1,649,500-1000
LTAS_STAAW,Sulfatase,Staphylococcus aureus,Gram-pos. inner,s38,f32,sf24,c1,t1,646,500-1000
FMPA_PSEAI,Bacterial pilin,Pseudomonas aeruginosa,Gram-neg. inner,s28,f88,sf68,c11,t1,150,100-300
PPLA_PIG,Calcium ATPase regulators,Sus scrofa,Endoplasm. reticulum,s56,f76,sf62,c11,t1,52,0-100
STAR_HUMAN,STAR domain,Homo sapiens,Mitochon. outer,s14,f197,sf138,c6,t2,285,100-300
ACO11_HUMAN,STAR domain,Homo sapiens,Endoplasm. reticulum,s14,f197,sf138,c6,t2,607,500-1000
RUFY1_HUMAN,"FYVE, a phosphatidylinositol-3-phosphate binding domain",Homo sapiens,Endosome,s14,f73,sf59,c3,t2,708,500-1000
Q01494_PODAS,Glycolipid transfer protein,Podospora anserina,Eykaryo. plasma,s341,f111,sf84,c4,t2,208,100-300
NCED1_MAIZE,Retinal pigment epithelial membrane protein,Zea mays,Thylakoid,s342,f140,sf103,c3,t2,604,500-1000
O28738_ARCFU,Sterol carrier protein,Archaeoglobus fulgidus,Archaebac.,s58,f194,sf135,c6,t2,116,100-300
Q16LC3_AEDAE,Sterol carrier protein,Aedes aegypti,Eykaryo. plasma,s343,f194,sf135,c6,t2,120,100-300
Q0GY13_AEDAE,Sterol carrier protein,Aedes aegypti,Eykaryo. plasma,s343,f194,sf135,c6,t2,105,100-300
Q86PR3_AEDAE,Sterol carrier protein,Aedes aegypti,Eykaryo. plasma,s343,f194,sf135,c6,t2,110,100-300
PKHA3_HUMAN,Pleckstrin-homology domain,Homo sapiens,Eykaryo. plasma,s14,f62,sf49,c3,t2,300,300-500
CP2B6_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,491,300-500
CP11A_BOVIN,Cytochrome P450,Bos taurus,Mitochon. inner,s6,f52,sf39,c11,t1,520,500-1000
CP1B1_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,543,500-1000
CP2AD_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,494,300-500
PA2B5_NOTSC,Vertebrate secretory phospholipase A2,Notechis scutatus scutatus,Secreted,s344,f107,sf82,c4,t2,119,100-300
PA2HB_AGKPI,Vertebrate secretory phospholipase A2,Agkistridon piscivorus,Secreted,s74,f107,sf82,c4,t2,121,100-300
PA2A4_NAJSG,Vertebrate secretory phospholipase A2,Naja sagittifera,Secreted,s224,f107,sf82,c4,t2,126,100-300
Q7CQU0_SALTY,Formate/Nitrite transporter (FNT) family,Salmonella enterica,Gram-neg. inner,s269,f301,sf7,c1,t1,285,100-300
KDTA_AQUAE,Glycosyltransferase family 30,Aquifex aeolicus,Gram-neg. outer,s57,f357,sf128,c5,t2,353,300-500
SECDF_THET8,SecDF protein-export membrane protein,Thermus thermophilus,Gram-neg. inner,s43,f358,sf16,c1,t1,735,500-1000
ERBB3_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,1342,1000-2000
ARL1_YEAST,ADP ribosylation factor,Saccharomyces cerevisiae,Golgi,s36,f120,sf124,c5,t2,183,100-300
Q8EG32_SHEON,Class III cytochrome C,Shewanella oneidensis,Gram-neg. outer,s319,f359,sf241,c4,t2,639,500-1000
GLUCL_CAEEL,Ligand-gated ion channel of neurotransmitter receptors,Caenorhabditis elegans,Eykaryo. plasma,s236,f22,sf14,c1,t1,461,300-500
FIMD_ECOLI,Fimbrial usher porin,Escherichia coli,Gram-neg. outer,s9,f266,sf187,c2,t1,878,500-1000
Q6B9W9_SOLTU,Saposin,Solanum tuberosum,Secreted,s347,f98,sf76,c4,t2,497,300-500
PGLB_CAMLR,Oligosaccharyltransferase,Campylobacter lari,Gram-neg. inner,s346,f360,sf242,c1,t1,712,500-1000
FABPL_CHICK,Fatty acid binding protein-like (n=10),Gallus gallus,Eykaryo. plasma,s11,f137,sf50,c3,t2,126,100-300
Q1M2P5_DERFA,Fatty acid binding protein-like (n=10),Dermatophagoides farinae,Secreted,s351,f137,sf50,c3,t2,131,100-300
EXFAB_COTJA,"Retinol binding protein-like (n=8,S=12)",Coturnix coturnix japonica,Secreted,s350,f63,sf50,c3,t2,178,100-300
FABP2_AMBME,Fatty acid binding protein-like (n=10),Ambystoma mexicanum,Eykaryo. plasma,s349,f137,sf50,c3,t2,126,100-300
SYT7_MOUSE,C2 domain,Mus musculus,Vesicle,s52,f60,sf45,c3,t2,403,300-500
RP3A_MOUSE,C2 domain,Mus musculus,Eykaryo. plasma,s52,f60,sf45,c3,t2,681,500-1000
SNX5_RAT,PX domain,Rattus norvegicus,Endosome,s54,f70,sf57,c6,t2,404,300-500
KI16B_HUMAN,PX domain,Homo sapiens,Endosome,s14,f70,sf57,c6,t2,1317,1000-2000
